model_id,lambda_,delta,alpha,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_52,1.0,0.01,0.99,10,4000,229,180554.47598253275,5.681222707423581,44.61135371179039,0.18426995412208386,0.12432587345249832,0.3301998147053368,0.22205924715248945,0.2151811142306904,0.5016566688156722,0.06295761521130386,0.13346311845380635,5.333375609756096,6.846634146341462,3.2948707982857623,-5.51028308781225,-9.490912956872084,-6.768876450225566,2.8296943231441047,41.78165938864629,2.851528384279476,1.8637321688500732
model_53,1.0,0.01,0.99,50,500,229,180554.47598253275,5.681222707423581,254.66812227074234,0.1067846365546592,0.10502111275591583,0.3089253289340515,0.30345861451131273,0.9267957782149921,0.981081012631231,0.04777912868207368,0.06115644387086767,1.5933362445414812,2.703707423580782,18.611758309594055,-19.575759862128194,-42.232935918740445,-9.238438209367915,5.5895196506550215,237.3056768558952,0.09170305676855896,5.514911208151382
model_54,1.0,0.01,0.99,50,1000,229,180554.47598253275,5.681222707423581,145.73799126637556,0.1580666258986796,0.1514384827303659,0.4035676486923696,0.3863969058708611,0.7955056673782592,0.9645027219263027,0.06890177185953812,0.09468767092991567,2.5681666666666656,4.0460429824561395,10.620074500731178,-10.44428788909423,-23.452875801894322,-5.167068168502042,5.532751091703057,135.89082969432314,0.14847161572052403,5.287088791848618
model_55,1.0,0.01,0.99,50,2000,229,180554.47598253275,5.681222707423581,79.93013100436681,0.21576415679442637,0.16106543131751666,0.4737429570151564,0.35285942572473494,0.4322515331088411,0.8822294104274582,0.07120774367409301,0.13788420246145378,4.805150442477874,6.7488734513274276,5.817857448606892,-5.715913148203954,-12.865050305849323,-3.778899154534106,4.9126637554585155,74.60262008733625,0.7685589519650655,3.5996419213973807
model_56,1.0,0.01,0.99,50,4000,229,180554.47598253275,5.681222707423581,42.58951965065502,0.18910772274026033,0.12395348713411206,0.33491116936175963,0.222229338712173,0.2362767238184654,0.4948948616814016,0.0675920995574836,0.1374036004956721,5.442447761194032,6.93066766169154,3.156835292077565,-5.307291823130462,-9.089544521277054,-6.6345060854108775,2.8427947598253276,39.7467248908297,2.8384279475982535,1.8207307132459984
model_57,1.0,0.01,0.99,200,500,229,180554.47598253275,5.681222707423581,130.64628820960698,0.15637720208864717,0.13482834309318026,0.38128342238148133,0.32660002530383364,0.5788899433614306,0.8588859266999519,0.0577791393688744,0.09588307733341105,3.3467589285714268,5.328303571428564,9.230567497843312,-10.348958433746555,-22.06557870654954,-6.2810413104455005,4.85589519650655,122.06550218340611,0.8253275109170306,4.215167394468706
model_58,1.0,0.01,0.99,200,1000,229,180554.47598253275,5.681222707423581,93.17903930131004,0.18431372098930415,0.14753465881960856,0.4158192844626717,0.3325594811962914,0.46341548432159785,0.8218024707974617,0.06192700625422614,0.11654945197185812,4.118417777777775,5.987334222222218,6.661487914096327,-7.446100271752421,-15.811827377351676,-5.25013628227157,4.585152838427947,87.07860262008734,1.0960698689956332,3.6837496360989817
model_59,1.0,0.01,0.99,200,2000,229,180554.47598253275,5.681222707423581,60.2532751091703,0.2048665338848254,0.1383068775266218,0.4061172857936908,0.27248819947700825,0.292259036023485,0.6854939256878635,0.06137213157780177,0.1390248804222532,5.357549549549549,6.98378378378378,4.340325698177548,-5.752366467739805,-11.153610352490992,-5.6412641760192335,3.7379912663755457,56.38427947598253,1.943231441048035,2.527138282387192
model_60,1.0,0.01,0.99,200,4000,229,180554.47598253275,5.681222707423581,36.58951965065502,0.17719162745738393,0.1158050338204195,0.29852610401355867,0.1931989145629666,0.18243741053592066,0.423987799382739,0.06344195238741379,0.1333313240285972,5.3723473684210505,6.667622105263156,2.7032834729631166,-5.68528290046736,-8.952609692897733,-7.811444831763091,2.2663755458515285,34.3231441048035,3.4148471615720526,1.4872925764192142
model_61,1.0,0.01,0.9999,10,500,229,180554.47598253275,5.681222707423581,314.1703056768559,0.09375293519236631,0.09373132365641415,0.28115991284075426,0.28107410286597617,0.9948274069453109,0.99872634643377,0.042916544390076326,0.052972684171026845,1.275668122270738,1.842700436681227,22.394996474692135,-24.673183406117566,-52.76575830313141,-11.482791154117196,5.672489082969432,293.5720524017467,0.008733624454148471,5.670998544395925
